result
Id,Term,Crn,Subj,Number,Section,Footnote,Title,Credit,CreditMax,Res,Fy,HasPerm,HasGuide,Meetings/0/Location,Meetings/0/U,Meetings/0/M,Meetings/0/T,Meetings/0/W,Meetings/0/R,Meetings/0/F,Meetings/0/S,Meetings/0/Start,Meetings/0/End,Meetings/0/Credit,Meetings/1/Location,Meetings/1/U,Meetings/1/M,Meetings/1/T,Meetings/1/W,Meetings/1/R,Meetings/1/F,Meetings/1/S,Meetings/1/Start,Meetings/1/End,Meetings/1/Credit,Instructors/0/Display,Reqs/0/Code,Reqs/0/Desc,Reqs/0/Fy,Reqs/0/Uc,DeptCodes/0,Reqs/1/Code,Reqs/1/Desc,Reqs/1/Fy,Reqs/1/Uc,Reqs/2/Code,Reqs/2/Desc,Reqs/2/Fy,Reqs/2/Uc,Reqs/3/Code,Reqs/3/Desc,Reqs/3/Fy,Reqs/3/Uc,Instructors/1/Display,DeptCodes/1,Reqs/4/Code,Reqs/4/Desc,Reqs/4/Fy,Reqs/4/Uc,Instructors/2/Display,Instructors/3/Display,Instructors/4/Display,Reqs/5/Code,Reqs/5/Desc,Reqs/5/Fy,Reqs/5/Uc,DeptCodes/2,DeptCodes/3,Instructors/5/Display,Instructors/6/Display
202505-56512,202505,56512,IREL,229,1,,Mid East Conflict/Revolution,1,,,Y,N,N,HOLM 129,N,N,N,Y,N,Y,N,1200,1320,1,,,,,,,,,,,,"Smith, Ron J.",FRST,First year course,N,Y,IREL,GBCC,Global Connections,Y,Y,SLSC,Social Science,Y,Y,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,
202505-56513,202505,56513,IREL,203,1,,Global Health Justice,1,,,N,N,N,COLE 020,N,N,N,N,Y,N,N,1300,1550,1,,,,,,,,,,,,"Smith, Ron J.",EVCN,Environmental Connections,Y,Y,IREL,GBCC,Global Connections,Y,Y,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56514,202505,56514,IREL,218,1,Crosslisted with POLS 284.,Internatl Relations of Europe,1,,,N,N,N,COLE 119,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Ucarer, Emek M.",GBCC,Global Connections,Y,Y,IREL,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56519,202505,56519,SOCI,208,1,,Methods of Social Research,1,,,N,Y,Y,DANA 115,N,N,Y,N,Y,N,N,1300,1450,1,,,,,,,,,,,,"Porcelli, Apollonya M.",CCQR,Quantitative Reasoning,Y,Y,SOCI,SLSC,Social Science,Y,Y,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56522,202505,56522,SOCI,140,1,,American Society and Culture,1,,,Y,N,Y,ACWS 112,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Riley, Alexander T.",DUSC,Diversity in the U.S.,Y,Y,SOCI,FRST,First year course,N,Y,SLSC,Social Science,Y,Y,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,
202505-56524,202505,56524,WMST,251,1,Crosslisted with ANTH 251.,Gender/Power/Global Developmt,1,,,N,N,Y,COLE 119,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Davis, Coralynn V.",CEL,Community Engaged Learning,Y,Y,WMST,GBCC,Global Connections,Y,Y,SLSC,Social Science,Y,Y,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,
202505-56527,202505,56527,GEOG,204,1,,Applied G.I.S.,1,,,N,N,N,ACWS 209,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Griffin, Duane A.",,,,,GEOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56529,202505,56529,THEA,220,1,Prerequisite -- THEA 110: Acting I<br>Prerequisite -- THEA 110: Acting I,Acting Methods,1,,,N,N,N,TUST 107,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Hutchinson, Anjalee D.",AHLG,Arts and Humanities Learning Goals,Y,Y,THEA,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56530,202505,56530,THEA,252,1,,Sound Design,1,,,N,N,Y,COLE 231,N,Y,N,Y,N,N,N,1200,1320,1,,,,,,,,,,,,"Hansum, Heath J.",ARHC,Arts and Humanities,Y,Y,THEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56531,202505,56531,THEA,255,1,,Topics in Costume Production,1,,,N,N,Y,COLE 252,N,Y,N,N,N,N,N,1000,1250,1,,,,,,,,,,,,"Holzwarth, Carly N.",AHLG,Arts and Humanities Learning Goals,Y,Y,THEA,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56532,202505,56532,THEA,347,1,,Visual Style,1,,,N,N,N,COLE 231,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Williams, Elaine",AHLG,Arts and Humanities Learning Goals,Y,Y,THEA,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56533,202505,56533,THEA,260,1,,Theatre and Revolution,1,,,N,N,Y,BIOL 104,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Baruti, Ashlyn",AHLG,Arts and Humanities Learning Goals,Y,Y,THEA,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56536,202505,56536,ECEG,200,1,,Individual Development,0.25,0.5,,N,N,N,DANA 113,N,N,N,N,Y,N,N,1200,1350,0,,,,,,,,,,,,"Thomas, Rebecca L.",,,,,ECEG,,,,,,,,,,,,,"Thompson, Stu S.",,,,,,,,,,,,,,,,
202505-56537,202505,56537,ECEG,461,1,,Electrical Energy Conversion,1,,,N,N,N,DANA 303,N,Y,N,Y,N,Y,N,900,950,1,,,,,,,,,,,,"Jansson, Peter M.",,,,,ECEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56538,202505,56538,ECEG,461L,60,,Lab for Elec Energy Conversion,0,,,N,N,N,DANA 303,N,N,Y,N,N,N,N,1500,1650,0,,,,,,,,,,,,"Jansson, Peter M.",,,,,ECEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56540,202505,56540,POLS,284,1,Cross-listed with IREL 218.,Internatl Relations of Europe,1,,,N,N,N,COLE 119,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Ucarer, Emek M.",GBCC,Global Connections,Y,Y,POLS,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56541,202505,56541,ECEG,497,1,,Wireless System Design,1,,,N,N,N,BRKI 264,N,Y,N,Y,N,Y,N,1500,1550,1,BRKI 264,N,N,N,N,Y,N,N,1900,2020,0,"Kelley, Dave F.",,,,,ECEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56542,202505,56542,ECEG,478,1,,Machine Learning,1,,,N,N,N,ACET 225,N,Y,N,Y,N,Y,N,1600,1650,1,,,,,,,,,,,,"Nickel, Robert M.",,,,,ECEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56543,202505,56543,POLS,278,1,Cross-listed with IREL 255.,International Law,1,,Closed,N,N,N,ACWS 115,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Ucarer, Emek M.",GBCC,Global Connections,Y,Y,POLS,SLSC,Social Science,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56544,202505,56544,UNIV,200,16,,"Cutting Edge: Movies, Movement",1,,Closed,N,N,N,COLE 054,N,Y,N,Y,N,N,N,1500,1620,1,,N,Y,N,N,N,N,N,1900,1950,0,"Bernstein, Wes W.",CCIP,Integrated Perspectives,Y,Y,DANC,,,,,,,,,,,,,"Knox, Kelly H.",UNIV,,,,,,,,,,,,,,,
202505-56546,202505,56546,DANC,263,2,"This course is designed for students who want to enhance the efficient use of the body as a vehicle for expression.

The goal is to unfold how dance can be decolonized by connecting with vernacular practices in the African-Brazilian diaspora, such as Capoeira. The three techniques deployed in this course are the Flying Low Method, Capoeira, and Brazilian Jiu-Jitsu. Moreover, the course will work with improvisation techniques, and students will be guided through a series of practical exercises. These exercises, similar to those in a regular dance class, address technical and performance issues such as alignment, connection,  balance, transition, and discovery, empowering full expression through the body.

Brazilian Arts Fusion Dance is a physical-based course. Therefore, students are expected to physically engage in exercises during class time, be open to repetition, and learn dance phrases.",Brazilian Arts Fusion Dance,0.5,,,N,N,Y,TUST 250,N,N,Y,N,Y,N,N,1430,1550,0,,,,,,,,,,,,"Xavier, Jaruam M.",AHLG,Arts and Humanities Learning Goals,Y,Y,DANC,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56549,202505,56549,PSYC,230,1,Community engagement in an office/program on campus for about 4 hours per week is required. Prerequisite: PSYC 100.,Critical Community Psychology,1,,,N,N,Y,OLRY 201,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Flack, Bill F.",CEL,Community Engaged Learning,Y,Y,PSYC,SLSC,Social Science,Y,Y,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56550,202505,56550,PSYC,319,1,Prerequisite: PSYC 100. This course will be a collaboration with faculty and students at Queen's University Belfast in Northern Ireland. We will have approximately 8 shared online sessions and some shared assignments. Course fulfills the Psychology CE requirement.,Psychology Towards Global Goal,1,,,N,N,Y,OLRY 307,N,N,N,Y,N,N,N,1000,1250,1,,,,,,,,,,,,"Flack, Bill F.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56551,202505,56551,PSYC,319,2,"What constitutes a social (vs. nonsocial) stimulus? Are social stimuli special? If so, in what ways and to what extent? This seminar course addresses these questions by considering evidence from both behavioral and physiological measures. Course fulfills the Psychology CE requirement.",Human Social Attention,1,,,N,N,N,OLRY 309,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Winter, Nicole",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56552,202505,56552,PSYC,619,1,This course will be a collaboration with faculty and students at Queen's University Belfast in Northern Ireland. We will have approximately 8 shared online sessions and some shared assignments.,Psychology Towards Global Goal,1,,,N,Y,Y,OLRY 307,N,N,N,Y,N,N,N,1000,1250,1,,,,,,,,,,,,"Flack, Bill F.",,,,,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56553,202505,56553,PSYC,619,2,"What constitutes a social (vs. nonsocial) stimulus? Are social stimuli special? If so, in what ways and to what extent? This seminar course addresses these questions by considering evidence from both behavioral and physiological measures.",Human Social Attention,1,,,N,Y,N,OLRY 309,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Winter, Nicole",,,,,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56554,202505,56554,UNIV,200,1,Full course title - 'Understanding Children through Psychology and Literature'. This course counts towards the ENLS (Literary Studies) major and the Children's Studies minor. This is an Integrated Perspectives course.,Understanding Children,1,,Closed,N,N,Y,COLE 150,N,Y,N,Y,N,N,N,1330,1450,1,,,,,,,,,,,,"Peterson, Jean",CCIP,Integrated Perspectives,Y,Y,ENGL,,,,,,,,,,,,,"Boyatzis, Chris J.",PSYC,,,,,,,,,,,,UNIV,,,
202505-56555,202505,56555,NEUR,310,1,Prerequisites: (BIOL 203 and BIOL 204) or (BIOL 205 and BIOL 206) or PSYC 250 or NEUR 254. Students must also register for NEUR 310R 40. Course fulfills the Psychology CE requirement. Cross listed with PSYC 341.,Neurophysiology of Wellbeing,1,,,N,N,N,RCHM 009,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Stevenson, Jennie R.",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56556,202505,56556,CHEG,315L,61,,Lab for Unit Operations,0,,,N,N,N,DANA 117,N,N,N,N,Y,N,N,800,1050,0,,,,,,,,,,,,"Csernica, Jeff",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56557,202505,56557,NEUR,310R,40,Students must also register for NEUR 310. Cross listed with PSYC 341R.,Rec Neurophysiol of Wellbeing,0,,,N,N,N,CHAP 104,N,N,N,N,Y,N,N,1300,1350,0,,,,,,,,,,,,"Stevenson, Jennie R.",NSMC,Natural Science and Mathematics,Y,Y,NEUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56558,202505,56558,PSYC,341,1,Prerequisites: (BIOL 203 and BIOL 204) or (BIOL 205 and BIOL 206) or PSYC 250 or NEUR 254. Students must also register for PSYC 341R 40. Course fulfills the Psychology CE requirement. Cross listed with NEUR 310.,Neurophysiology of Wellbeing,1,,,N,N,N,RCHM 009,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Stevenson, Jennie R.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56559,202505,56559,PSYC,341R,40,Students must also register for PSYC 341. Cross listed with NEUR 310R 40.,Rec Neurophysiol of Wellbeing,0,,,N,N,N,CHAP 104,N,N,N,N,Y,N,N,1300,1350,0,,,,,,,,,,,,"Stevenson, Jennie R.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56560,202505,56560,PSYC,641,1,Students must also register for PSYC 641R 40.,Neurophysiology of Wellbeing,1,,,N,Y,N,RCHM 009,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Stevenson, Jennie R.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56561,202505,56561,PSYC,641R,40,Students must also register for PSYC 641.,Rec Neurophysiol of Wellbeing,0,,,N,N,N,CHAP 104,N,N,N,N,Y,N,N,1300,1350,0,,,,,,,,,,,,"Stevenson, Jennie R.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56562,202505,56562,CHEG,430,16,,Chemical Engineering Project,0.5,0.75,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Okolie, Jude A.",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56563,202505,56563,CHEG,440,16,,Chemical Engineering Research,1,,,N,N,N,,N,N,N,N,N,N,N,,,1,,,,,,,,,,,,"Okolie, Jude A.",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56564,202505,56564,CHEG,444,1,,Genetic Engineering,1,,,N,N,N,DANA 117,N,Y,N,Y,N,Y,N,1300,1350,1,,,,,,,,,,,,"Yocum, Hannah C.",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56567,202505,56567,CHEG,485,1,,Topics in Transport Theory,1,,,N,N,N,DANA 132,N,N,N,Y,N,N,N,1900,2150,1,,,,,,,,,,,,"Vigeant, Margot A.",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56571,202505,56571,EAST,269,1,Crosslisted with POLS 225 and IREL 225.,Chinese Politics,1,,,N,N,N,ACWS 210,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Zhu, Zhiqun",ARHC,Arts and Humanities,Y,Y,EAST,GBCC,Global Connections,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56572,202505,56572,CHEG,644,1,,Genetic Engineering,1,,,N,Y,N,DANA 117,N,Y,N,Y,N,Y,N,1300,1350,1,,,,,,,,,,,,"Yocum, Hannah C.",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56574,202505,56574,CHEG,685,1,,Topics in Transport Theory,1,,,N,Y,N,DANA 132,N,N,N,Y,N,N,N,1900,2150,1,,,,,,,,,,,,"Vigeant, Margot A.",,,,,CHEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56575,202505,56575,UNIV,200,5,Equivalent to HUMN 250. Counts toward the major and minor in Comparative and Digital Humanities.,Modernism & Crisis,1,,Closed,N,N,Y,COLE 251,N,N,Y,N,Y,N,N,830,950,1,,,,,,,,,,,,"Leddington, Jason",CCIP,Integrated Perspectives,Y,Y,HUMN,,,,,,,,,,,,,"Shields, James M.",PHIL,,,,,,,,,,,,UNIV,,,
202505-56576,202505,56576,PHIL,100,8,,Philosophy of Laughter,1,,Closed,Y,N,Y,COLE 150,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Lintott, Sheila M.",AHLG,Arts and Humanities Learning Goals,Y,Y,PHIL,ARHC,Arts and Humanities,Y,Y,DUSC,Diversity in the U.S.,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,
202505-56577,202505,56577,PHIL,201,1,,Symbolic Logic,1,,,N,N,Y,RCHM 018,N,Y,N,Y,N,Y,N,1300,1350,1,,,,,,,,,,,,"Slater, Matthew H.",ARHC,Arts and Humanities,Y,Y,PHIL,CCQR,Quantitative Reasoning,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56578,202505,56578,PHIL,212,1,Crosslisted with ARTH 222.,Philosophy of Art,1,,,N,N,Y,COLE 251,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Lintott, Sheila M.",ARHC,Arts and Humanities,Y,Y,PHIL,RPI,"Race, Power and Inequality",Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56579,202505,56579,PHIL,220,1,,Philosophy of Science,1,,,N,N,Y,COLE 150,N,Y,N,Y,N,N,N,1500,1620,1,,,,,,,,,,,,"Slater, Matthew H.",AHLG,Arts and Humanities Learning Goals,Y,Y,HLTH,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,PHIL,,,,,,,,,,,,,,,
202505-56582,202505,56582,POLS,290,1,,"Arendt,Beauvoir and Patriarchy",1,,,N,N,N,COLE 119,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Bermingham, Kate C.",SLSC,Social Science,Y,Y,POLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56583,202505,56583,PSYC,371,1,Prerequisites: PSYC 216 or ANBE 296 or PSYC 296 or permission of the instructor. Crosslisted as ANBE 371. Course fulfills the Psychology CE requirement.,Primate Minds,1,,,N,N,N,BIOL 221,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Awad Schwob, Natalie",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56584,202505,56584,PSYC,671,1,Crosslisted as ANBE 671.,Primate Minds,1,,,N,Y,N,BIOL 221,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Awad Schwob, Natalie",,,,,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56585,202505,56585,ANBE,371,1,Prerequisites: PSYC 216 or ANBE 296 or PSYC 296 or permission of the instructor. Crosslisted as PSYC 371. Course fulfills the Psychology CE requirement.,Primate Minds,1,,,N,N,N,BIOL 221,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Awad Schwob, Natalie",NSMC,Natural Science and Mathematics,Y,Y,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56586,202505,56586,ANBE,671,1,Crosslisted as PSYC 671.,Primate Minds,1,,,N,Y,N,BIOL 221,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Awad Schwob, Natalie",,,,,ANBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56591,202505,56591,PSYC,359,2,Prerequisites: PSYC 216 or permission of the instructor. Course fulfills the Psychology CE requirement.,Psychology and Law,1,,Closed,N,N,N,COLE 056,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Cardenas, Stephanie A.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56592,202505,56592,PSYC,659,2,,Psychology and Law,1,,,N,Y,N,COLE 056,N,N,Y,N,Y,N,N,1500,1620,1,,,,,,,,,,,,"Cardenas, Stephanie A.",SLSC,Social Science,Y,Y,PSYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56594,202505,56594,HUMN,230,1,"Full TItle: Arts of Extraction: Hemispheric Representations of Ecological Injustice
Crosslisted with LAMS 230",Arts of Extraction,1,,,N,N,Y,VAUG 201,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Leraul, D. Bret B.",ARHC,Arts and Humanities,Y,Y,HUMN,EVCN,Environmental Connections,Y,Y,GBCC,Global Connections,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56596,202505,56596,RUSS,254,1,"RUSS 254 and RUSS 314 is a blended, single course.",Russian Through History,1,,,N,N,N,COLE 056,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Murphy, Lenora C.",AHLG,Arts and Humanities Learning Goals,Y,Y,RUSS,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56597,202505,56597,RUSS,314,1,"RUSS 314 and RUSS 254 is a blended, single course.",Russian History and Politics,1,,,N,N,N,COLE 056,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Murphy, Lenora C.",AHLG,Arts and Humanities Learning Goals,Y,Y,RUSS,ARHC,Arts and Humanities,Y,Y,CCFL,Foreign Language,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56598,202505,56598,GRMN,419,1,,Culminating Experience,0.25,,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Heinsohn, Bastian",,,,,GRMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56599,202505,56599,LING,105,1,,Ling Analysis: Sounds/Words,1,,Closed,Y,N,Y,VAUG 201,N,Y,N,Y,N,Y,N,1100,1150,1,,,,,,,,,,,,"Lorimor, Heidi M.",FRST,First year course,N,Y,LING,SLSC,Social Science,Y,Y,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56600,202505,56600,LING,105,2,,Ling Analysis: Sounds/Words,1,,Closed,Y,N,Y,VAUG 201,N,Y,N,Y,N,Y,N,1200,1250,1,,,,,,,,,,,,"Lorimor, Heidi M.",FRST,First year course,N,Y,LING,SLSC,Social Science,Y,Y,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56601,202505,56601,LING,325,1,,Language and the Brain,1,,,N,N,Y,COLE 056,N,Y,N,Y,N,N,N,1330,1450,1,,,,,,,,,,,,"Lorimor, Heidi M.",SLSC,Social Science,Y,Y,LING,W2,Writing Level 2,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56602,202505,56602,LAMS,230,1,"Full Title: Arts of Extraction: Hemispheric Representations of Ecological Injustice,  Cross listed with HUMN 230.",Arts of Extraction,1,,,N,N,N,VAUG 201,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Leraul, D. Bret B.",ARHC,Arts and Humanities,Y,Y,LAMS,EVCN,Environmental Connections,Y,Y,GBCC,Global Connections,Y,Y,,,,,,,,,,,,,,,,,,,,,
202505-56605,202505,56605,UNIV,200,18,,Transforming Food,1,,Closed,N,N,N,ACWS 114,N,Y,N,N,N,N,N,1000,1120,0,ACWS 114,N,N,N,Y,N,N,N,1000,1120,1,"Sammells, Clare A.",CCIP,Integrated Perspectives,Y,Y,ANTH,,,,,,,,,,,,,"Castle, Karen J.",CHEM,,,,,,,,,,,,UNIV,,,
202505-56606,202505,56606,ANTH,243,1,,Violence & Politics in SE Asia,1,,,N,N,N,ACWS 212,N,N,Y,N,Y,N,N,1000,1120,1,,,,,,,,,,,,"Tran, Allen L.",SLSC,Social Science,Y,Y,ANTH,SSLG,Social Science Learning Goals,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56692,202505,56692,GEOG,257,2,,Climate Change,1,,,N,N,N,OBSV 105,N,Y,N,N,N,N,N,830,950,0,ACWS 203,N,N,N,N,N,Y,N,830,950,1,"Griffin, Duane A.",EVCN,Environmental Connections,Y,Y,GEOG,NMLG,Natural Science and Mathematics Learning Goals,Y,Y,NPJ,"Nature, People and Justice",Y,Y,NSMC,Natural Science and Mathematics,Y,Y,,,,,,,,,,,,,,,,,
202505-56693,202505,56693,RELI,320,1,1 credit course,Culminating Experience,1,1,,N,Y,N,,N,N,N,N,N,N,N,,,0,,,,,,,,,,,,"Ulmer, Rivka",ARHC,Arts and Humanities,Y,Y,RELI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56694,202505,56694,RELI,100,3,,Intro to Religion in America,1,,Closed,Y,N,Y,COLE 251,N,Y,N,Y,N,Y,N,900,950,1,,,,,,,,,,,,"Gasaway, Brantley W.",AHLG,Arts and Humanities Learning Goals,Y,Y,RELI,ARHC,Arts and Humanities,Y,Y,DUSC,Diversity in the U.S.,Y,Y,FRST,First year course,N,Y,,,,,,,,,,,,,,,,,
202505-56696,202505,56696,UNIV,235,1,"Open to students in the College of Engineering, Chemistry and Biochemistry Majors and others by permission",Engineering Car Design,0.25,,,N,N,N,DANA 134,N,N,Y,N,N,N,N,1900,2050,0.25,,,,,,,,,,,,"Snyder, Ryan C.",,,,,UNIV,,,,,,,,,,,,,"Raymond, Tim M.",,,,,,,,,,,,,,,,
202505-56698,202505,56698,MORS,221,1,,MGMT Research and Analysis,1,,,N,N,N,HOLM 102,N,N,Y,N,Y,N,N,1300,1420,1,,,,,,,,,,,,"Boyd, Neil M.",SLSC,Social Science,Y,Y,MORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56699,202505,56699,CEEG,472L,60,,Lab-Construction Engineering,0,,,N,N,N,BRKI 166,N,N,Y,N,N,N,N,1000,1150,0,,,,,,,,,,,,"Tymvios, Nicholas",,,,,CEEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56701,202505,56701,CEEG,493,1,,CEEG Design II,0.5,,,N,N,N,DANA 317,N,Y,N,N,N,N,N,1500,1650,0,DANA 113,N,Y,N,N,N,N,N,1900,2150,0,"Favero, Alomir H.",W2,Writing Level 2,Y,Y,CEEG,,,,,,,,,,,,,"Salyards, Kelly A.",,,,,,,,,,,,,,,,
202505-56702,202505,56702,ENLS,288,1,"This is an evidenced-based writing course.
Full title: Contemporary Women Writers of Color",Women Writers of Color,1,,,Y,N,Y,VAUG 101,N,Y,N,Y,N,Y,N,1000,1050,1,,,,,,,,,,,,"Machado, Elena",ARHC,Arts and Humanities,Y,Y,ENGL,FRST,First year course,N,Y,RPI,"Race, Power and Inequality",Y,Y,W2,Writing Level 2,Y,Y,,ENLS,,,,,,,,,,,,,,,
202505-56704,202505,56704,CHEM,231L,62,,Lab for Quantitative Analysis,0,,,N,N,N,RCHM 102,N,N,Y,N,N,N,N,1300,1350,0,RCHM 110,N,N,Y,N,N,N,N,1400,1650,0,"Strein, Tim G.",NSMC,Natural Science and Mathematics,Y,Y,CHEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202505-56705,202505,56705,ARTD,352,1,,Digital Sculpture 2: VR,1,,,N,Y,Y,HOLM 301,N,N,Y,N,Y,N,N,1000,1150,1,,,,,,,,,,,,"Meiser, Joseph D.",AHLG,Arts and Humanities Learning Goals,Y,Y,ARTD,ARHC,Arts and Humanities,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,
